-64.2536366,-27.8112515,4
-64.2505871,-27.8073134,5
-64.3023622,-27.8101402,6
-64.2153855,-27.7178741,7
-64.2623637,-27.7752205,8
-64.2441184,-27.7973905,9
-64.1507261,-27.7852791,10
-64.2699617,-27.8119418,12
-63.6946928,-29.5014456,14
-64.2865524,-27.7969641,16
-64.2634536,-27.7794188,18
-62.8294612,-25.8033315,19
-64.2386635,-27.7464641,20
-62.420467,-27.6500429,21
-64.2566165,-27.8436473,22
-64.2310903,-27.7453594,23
-64.2505871,-27.8073134,24
-64.2772154,-27.7899339,25
-64.2705808,-27.8510521,27
-63.694865516,-29.503305248,29
-64.2505871,-27.8073134,30
-65.1451301,-28.6332069,32
-62.8294612,-25.8033315,33
-64.2310903,-27.7453594,34
-64.2566437,-27.7488105,35
-64.2476405,-27.805808,36
-64.3101226,-27.818268,37
-64.2649357,-27.8102066,39
-64.2417434,-27.72777,41
-62.8345782,-28.4605716,44
-62.8333501,-25.8132484,45
-64.2546051,-27.8432889,46
-64.2682793,-27.8079646,47
-64.2731561,-27.7999921,48
-64.2547027,-27.8079112,49
-64.2586023,-27.7443937,51
-62.8388774,-28.4619543,52
-64.2700047,-27.8537189,53
-62.8370782693878,-28.461543477551,54
-64.2682793,-27.8079646,55
-64.2821376,-27.7671616,56
-64.8567524,-27.4975227,57
-64.2498855,-27.7919043,58
-64.2498855,-27.7919043,60
-62.420467,-27.6500429,61
-64.2498855,-27.7919043,62
-64.2592792,-27.7854187,64
-62.7065868408163,-27.0269196408163,65
-64.2699617,-27.8119418,66
-64.2676243,-27.809049,67
-64.2682793,-27.8079646,69
-64.2494452,-27.737676,71
-62.8288834,-25.8047687,72
-64.2515229,-27.8434143,73
-63.6958754,-29.4948678,74
-64.2604393,-27.787801,75
-64.2536735,-27.7906096,77
-64.2772154,-27.7899339,80
-64.2600712,-27.8271692,81
-64.2465732,-27.8257067,82
-64.2592792,-27.7854187,83
-64.2263114,-27.8346567,84
-62.8337164,-28.4551219,85
-64.2606202,-27.7824702,87
-64.8648907,-27.5008156,88
-64.2465732,-27.8257067,90
-63.8923945,-27.9271711,92
-64.2460774,-27.8024899,93
-64.2460774,-27.8024899,94
-65.2994606835357,-26.80417595,95
-65.2038133,-26.8303703,96
-65.2038133,-26.8303703,97
-65.2038133,-26.8303703,98
-65.2038133,-26.8303703,99
-65.2038133,-26.8303703,100
-65.6146633,-27.4314798,101
-65.2994606835357,-26.80417595,102
-65.2994606835357,-26.80417595,104
-65.2038133,-26.8303703,105
-65.2038133,-26.8303703,106
-65.2038133,-26.8303703,107
-65.2038133,-26.8303703,108
-65.2038133,-26.8303703,109
-65.2038133,-26.8303703,110
-65.2038133,-26.8303703,111
-65.2994606835357,-26.80417595,112
-65.2038133,-26.8303703,113
-65.5927221,-27.3459249,114
-65.2038133,-26.8303703,115
-65.2994606835357,-26.80417595,116
-65.2038133,-26.8303703,117
-65.5927221,-27.3459249,118
-65.2038133,-26.8303703,119
-65.2038133,-26.8303703,120
-65.6146633,-27.4314798,121
-65.2038133,-26.8303703,122
-65.2994606835357,-26.80417595,123
-65.2038133,-26.8303703,124
-65.2994606835357,-26.80417595,125
-65.2038133,-26.8303703,127
-65.3231821397932,-26.84021445,128
-65.2038133,-26.8303703,129
-65.2038133,-26.8303703,130
-65.2038133,-26.8303703,131
-65.2038133,-26.8303703,132
-65.2038133,-26.8303703,134
-65.2038133,-26.8303703,135
-65.2038133,-26.8303703,136
-65.2038133,-26.8303703,137
-65.2038133,-26.8303703,138
-65.2038133,-26.8303703,139
-65.2038133,-26.8303703,140
-65.2038133,-26.8303703,141
-65.2038133,-26.8303703,142
-65.2038133,-26.8303703,143
-65.2038133,-26.8303703,144
-65.2038133,-26.8303703,145
-65.2038133,-26.8303703,146
-65.2541464591206,-26.7469685,147
-65.2038133,-26.8303703,148
-65.4972201,-27.1653249,149
-65.2038133,-26.8303703,150
-65.2038133,-26.8303703,151
-65.2038133,-26.8303703,152
-65.2994606835357,-26.80417595,153
-65.2038133,-26.8303703,154
-65.2038133,-26.8303703,155
-65.2038133,-26.8303703,156
-65.2994606835357,-26.80417595,157
-65.2038133,-26.8303703,158
-65.2038133,-26.8303703,159
-65.2994606835357,-26.80417595,160
-65.2038133,-26.8303703,161
-65.2038133,-26.8303703,162
-65.2038133,-26.8303703,163
-65.2038133,-26.8303703,164
-65.2038133,-26.8303703,165
-65.2038133,-26.8303703,166
-65.2038133,-26.8303703,167
-65.2038133,-26.8303703,168
-65.2038133,-26.8303703,169
-65.2994606835357,-26.80417595,170
-65.2038133,-26.8303703,172
-65.2038133,-26.8303703,173
-65.2038133,-26.8303703,174
-66.848658,-29.4319517,175
-66.8574253,-29.4072293,176
-66.8444709,-29.4135494,177
-66.8512024,-29.4195771,178
-66.8538484,-29.40538,179
-66.2671849,-30.6271209,180
-66.8933223,-29.4448047,182
-66.86307,-29.3998641,183
-66.8552457,-29.3923607,185
-66.8610683,-29.405105,187
-66.8641081,-29.4090721,188
-66.8510022,-29.4220376,189
-66.8367276,-29.3998726,191
-66.8510022,-29.4220376,192
-66.8912708,-29.4120936,194
-67.4865027,-29.1711145,195
-66.8506500580441,-29.4145484,196
-67.4971055,-29.1674984,197
-66.86307,-29.3998641,198
-67.4910432714286,-29.1655212,199
-66.8321382,-29.4236856,200
-68.5463672,-29.5234416,201
-66.8484965,-29.4204682,202
-66.8558535,-29.4184762,203
-66.8630773,-29.4188763,204
-65.9515546,-33.2762202,206
-65.9515546,-33.2762202,207
-65.9515546,-33.2762202,208
-65.9515546,-33.2762202,209
-65.9515546,-33.2762202,210
-65.9515546,-33.2762202,211
-65.9515546,-33.2762202,212
-65.9515546,-33.2762202,213
-65.9515546,-33.2762202,214
-65.9515546,-33.2762202,215
-65.9515546,-33.2762202,216
-65.9515546,-33.2762202,217
-65.9515546,-33.2762202,218
-65.9515546,-33.2762202,219
-65.9515546,-33.2762202,220
-65.9515546,-33.2762202,221
-65.9515546,-33.2762202,222
-65.9515546,-33.2762202,223
-65.9515546,-33.2762202,224
-65.9515546,-33.2762202,225
-65.9515546,-33.2762202,226
-65.9515546,-33.2762202,227
-65.9515546,-33.2762202,228
-65.9515546,-33.2762202,229
-65.9515546,-33.2762202,230
-65.9515546,-33.2762202,231
-65.9515546,-33.2762202,232
-65.9515546,-33.2762202,233
-65.9515546,-33.2762202,234
-65.9515546,-33.2762202,235
-65.9515546,-33.2762202,236
-65.9515546,-33.2762202,237
-65.9515546,-33.2762202,238
-65.9515546,-33.2762202,239
-65.9515546,-33.2762202,240
-65.9515546,-33.2762202,241
-65.9515546,-33.2762202,242
-65.9515546,-33.2762202,243
-65.9515546,-33.2762202,244
-65.9515546,-33.2762202,245
-65.9515546,-33.2762202,246
-65.9515546,-33.2762202,247
-65.9515546,-33.2762202,248
-65.9515546,-33.2762202,249
-65.9515546,-33.2762202,250
-65.9515546,-33.2762202,251
-65.9515546,-33.2762202,252
-65.9515546,-33.2762202,253
-65.9515546,-33.2762202,254
-65.9515546,-33.2762202,255
-65.9515546,-33.2762202,256
-65.9515546,-33.2762202,257
-60.1113010612098,-32.59048105,258
-60.5298511,-31.7330145,259
-60.5298511,-31.7330145,260
-60.1113010612098,-32.59048105,261
-60.5298511,-31.7330145,262
-58.2120598002009,-32.26440155,263
-59.5145993,-30.3522712,266
-59.3433338151465,-33.162696,267
-60.5852855694334,-32.09862305,268
-59.4453587,-31.3414622,269
-58.0173305,-31.3972539,270
-57.9259975960832,-31.09070885,272
-60.1113010612098,-32.59048105,273
